Region,Suburb,Year,Total Description,Value
Inner South,Barton,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),7.0
Inner South,Barton,2011,Labour force status - Census : % of total Census responding population employed,42.9
Inner South,Barton,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Inner South,Barton,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
Inner South,Barton,2011,Unpaid child care - Census : Cared for own child/children (no.),0.0
Inner South,Barton,2011,Unpaid child care - Census : Cared for own child/children (%),0.0
Inner South,Barton,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Inner South,Barton,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Inner South,Barton,2011,Unpaid child care - Census : Total provided unpaid child care (no.),0.0
Inner South,Barton,2011,Unpaid child care - Census : Total provided unpaid child care (%),0.0
Inner South,Barton,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),7.0
Inner South,Barton,2011,Unpaid child care - Census : Did not provide unpaid child care (%),100.0
Inner South,Barton,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),0.0
Inner South,Barton,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),0.0
Inner South,Barton,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),0.0
Inner South,Barton,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),0.0
Inner South,Barton,2011,Tenure type - Census : Renter (no.),3.0
Inner South,Barton,2011,Tenure type - Census : Renter (%),75.0
Inner South,Barton,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Inner South,Barton,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Inner South,Barton,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Inner South,Barton,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",0.0
Inner South,Barton,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",0.0
Inner South,Barton,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),3.0
Inner South,Barton,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),100.0
Inner South,Barton,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),3.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),7.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),100.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Inner South,Barton,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),7.0
Belconnen,Belconnen,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Belconnen,Belconnen,2011,Language - Census : Speaks English at home (%),100.0
Belconnen,Belconnen,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",57.6
Belconnen,Belconnen,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",9.1
Belconnen,Belconnen,2011,"Engagement in employment, education or training - Census : Not engaged (%)",21.2
Belconnen,Belconnen,2011,Labour force status - Census : Employed (no.),18.0
Belconnen,Belconnen,2011,Labour force status - Census : % of total labour force employed,100.0
Belconnen,Belconnen,2011,Labour force status - Census : Unemployed (no.),0.0
Belconnen,Belconnen,2011,Labour force status - Census : % of total labour force unemployed,0.0
Belconnen,Belconnen,2011,Labour force status - Census : In the labour force (no.),18.0
Belconnen,Belconnen,2011,Labour force status - Census : Labour force participation rate (%),54.5
Belconnen,Belconnen,2011,Labour force status - Census : Not in the labour force (%),36.4
Belconnen,Belconnen,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),33.0
Belconnen,Belconnen,2011,Labour force status - Census : % of total Census responding population employed,54.5
Belconnen,Belconnen,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),4.0
Belconnen,Belconnen,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),12.1
Belconnen,Belconnen,2011,Unpaid child care - Census : Cared for own child/children (no.),13.0
Belconnen,Belconnen,2011,Unpaid child care - Census : Cared for own child/children (%),39.4
Belconnen,Belconnen,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Belconnen,Belconnen,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Belconnen,Belconnen,2011,Unpaid child care - Census : Total provided unpaid child care (no.),15.0
Belconnen,Belconnen,2011,Unpaid child care - Census : Total provided unpaid child care (%),45.5
Belconnen,Belconnen,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),23.0
Belconnen,Belconnen,2011,Unpaid child care - Census : Did not provide unpaid child care (%),69.7
Belconnen,Belconnen,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),7.0
Belconnen,Belconnen,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),21.2
Belconnen,Belconnen,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),6.0
Belconnen,Belconnen,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),12.0
Belconnen,Belconnen,2011,Tenure type - Census : Renter (no.),39.0
Belconnen,Belconnen,2011,Tenure type - Census : Renter (%),78.0
Belconnen,Belconnen,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),4.0
Belconnen,Belconnen,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Belconnen,Belconnen,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),4.0
Belconnen,Belconnen,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),12.0
Belconnen,Belconnen,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),63.2
Belconnen,Belconnen,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),19.0
Belconnen,Belconnen,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",7.0
Belconnen,Belconnen,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",46.7
Belconnen,Belconnen,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),15.0
Belconnen,Belconnen,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),13.0
Belconnen,Belconnen,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),61.9
Belconnen,Belconnen,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),21.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),36.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),69.2
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),8.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),15.4
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Belconnen,Belconnen,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),52.0
Inner North,Black Mountain,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Inner North,Black Mountain,2011,Language - Census : Speaks English at home (%),0.0
Inner North,Black Mountain,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",0.0
Inner North,Black Mountain,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Inner North,Black Mountain,2011,"Engagement in employment, education or training - Census : Not engaged (%)",0.0
Inner North,Black Mountain,2011,Labour force status - Census : Employed (no.),0.0
Inner North,Black Mountain,2011,Labour force status - Census : % of total labour force employed,0.0
Inner North,Black Mountain,2011,Labour force status - Census : Unemployed (no.),0.0
Inner North,Black Mountain,2011,Labour force status - Census : % of total labour force unemployed,0.0
Inner North,Black Mountain,2011,Labour force status - Census : In the labour force (no.),0.0
Inner North,Black Mountain,2011,Labour force status - Census : Labour force participation rate (%),0.0
Inner North,Black Mountain,2011,Labour force status - Census : Not in the labour force (%),0.0
Inner North,Black Mountain,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),0.0
Inner North,Black Mountain,2011,Labour force status - Census : % of total Census responding population employed,0.0
Inner North,Black Mountain,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Inner North,Black Mountain,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
