Region,Year,Total Description,Value
Woden,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),75.0
Woden,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),703.9
Woden,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),63.0
Woden,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),99.0
Woden,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",722.9
Woden,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",78.0
Woden,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),116.0
Woden,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),771.2
Woden,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),190.0
Woden,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),267.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),79.1
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),37.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),7.7
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),3.0
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),1013.2
Woden,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),454.0
Woden,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),495.0
Woden,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",679.9
Woden,2021,"Engagement in employment, education or training - Census : Not engaged (%)",304.0
Woden,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",168.7
Woden,2021,Labour force status - Census : % of total Census responding population employed,716.2
Woden,2021,Labour force status - Census : % of total labour force employed,992.3
Woden,2021,Labour force status - Census : % of total labour force unemployed,96.5
Woden,2021,Labour force status - Census : Employed (no.),259.0
Woden,2021,Labour force status - Census : In the labour force (no.),280.0
Woden,2021,Labour force status - Census : Labour force participation rate (%),785.1
Woden,2021,Labour force status - Census : Not in the labour force (%),240.2
Woden,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),385.0
Woden,2021,Labour force status - Census : Unemployed (no.),26.0
Woden,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),27.5
Woden,2021,Language - Census : Speaks English at home (%),1017.4
Woden,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),401.0
Woden,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),184.0
Woden,2021,Tenure type - Census : Renter (%),691.2
Woden,2021,Tenure type - Census : Renter (no.),318.0
Woden,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),132.7
Woden,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),49.0
Woden,2021,Unpaid child care - Census : Cared for other child/children (%),63.9
Woden,2021,Unpaid child care - Census : Cared for other child/children (no.),22.0
Woden,2021,Unpaid child care - Census : Cared for own child/children (%),199.6
Woden,2021,Unpaid child care - Census : Cared for own child/children (no.),66.0
Woden,2021,Unpaid child care - Census : Did not provide unpaid child care (%),800.2
Woden,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),307.0
Woden,2021,Unpaid child care - Census : Total provided unpaid child care (%),289.5
Woden,2021,Unpaid child care - Census : Total provided unpaid child care (no.),101.0
Woden,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),220.0
Woden,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),86.0
