Suburb,Total Description,Year,Number,Region,Population,Rate,COVID
Bruce,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,83.0,Belconnen,7543,11.003579477661408,During
Bruce,Labour force status - Census : Unemployed (no.),2011,3.0,Belconnen,6751,0.4443786105762109,Pre
Bruce,Labour force status - Census : Unemployed (no.),2016,0.0,Belconnen,7147,0.0,Pre
Bruce,Labour force status - Census : Unemployed (no.),2021,0.0,Belconnen,7543,0.0,During
Bruce,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,9.0,Belconnen,6751,1.3331358317286328,Pre
Bruce,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,13.0,Belconnen,7147,1.8189450118931019,Pre
Bruce,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,25.0,Belconnen,7543,3.3143311679703036,During
Bruce,Tenure type - Census : Renter (no.),2011,20.0,Belconnen,6751,2.962524070508073,Pre
Bruce,Tenure type - Census : Renter (no.),2016,25.0,Belconnen,7147,3.497971176717504,Pre
Bruce,Tenure type - Census : Renter (no.),2021,42.0,Belconnen,7543,5.5680763621901095,During
Bruce,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,3.0,Belconnen,6751,0.4443786105762109,Pre
Bruce,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,8.0,Belconnen,7147,1.1193507765496011,Pre
Bruce,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,9.0,Belconnen,7543,1.1931592204693093,During
Bruce,Unpaid child care - Census : Cared for other child/children (no.),2011,8.0,Belconnen,6751,1.1850096282032292,Pre
Bruce,Unpaid child care - Census : Cared for other child/children (no.),2016,3.0,Belconnen,7147,0.41975654120610045,Pre
Bruce,Unpaid child care - Census : Cared for other child/children (no.),2021,4.0,Belconnen,7543,0.5302929868752486,During
Bruce,Unpaid child care - Census : Cared for own child/children (no.),2011,4.0,Belconnen,6751,0.5925048141016146,Pre
Bruce,Unpaid child care - Census : Cared for own child/children (no.),2016,3.0,Belconnen,7147,0.41975654120610045,Pre
Bruce,Unpaid child care - Census : Cared for own child/children (no.),2021,6.0,Belconnen,7543,0.7954394803128728,During
Bruce,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,33.0,Belconnen,6751,4.88816471633832,Pre
Bruce,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,45.0,Belconnen,7147,6.296348118091506,Pre
Bruce,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,71.0,Belconnen,7543,9.412700517035661,During
Bruce,Unpaid child care - Census : Total provided unpaid child care (no.),2011,8.0,Belconnen,6751,1.1850096282032292,Pre
Bruce,Unpaid child care - Census : Total provided unpaid child care (no.),2016,6.0,Belconnen,7147,0.8395130824122009,Pre
Bruce,Unpaid child care - Census : Total provided unpaid child care (no.),2021,14.0,Belconnen,7543,1.85602545406337,During
Bruce,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,17.0,Belconnen,6751,2.518145459931862,Pre
Bruce,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,10.0,Belconnen,7147,1.3991884706870015,Pre
Bruce,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,18.0,Belconnen,7543,2.3863184409386187,During
Charnwood,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,3.0,Belconnen,3157,0.9502692429521697,Pre
Charnwood,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,7.0,Belconnen,3004,2.3302263648468706,Pre
Charnwood,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,3.0,Belconnen,3042,0.9861932938856016,During
Charnwood,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,11.0,Belconnen,3157,3.484320557491289,Pre
Charnwood,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,9.0,Belconnen,3004,2.9960053262316912,Pre
Charnwood,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,5.0,Belconnen,3042,1.643655489809336,During
Charnwood,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,8.0,Belconnen,3157,2.5340513145391195,Pre
Charnwood,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,3.0,Belconnen,3004,0.9986684420772304,Pre
Charnwood,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,13.0,Belconnen,3042,4.273504273504273,During
Charnwood,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,15.0,Belconnen,3157,4.751346214760849,Pre
Charnwood,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,12.0,Belconnen,3004,3.9946737683089215,Pre
Charnwood,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,20.0,Belconnen,3042,6.574621959237344,During
Charnwood,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,9.0,Belconnen,3157,2.8508077288565095,Pre
Charnwood,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,13.0,Belconnen,3004,4.327563249001331,Pre
Charnwood,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,12.0,Belconnen,3042,3.9447731755424065,During
Charnwood,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,11.0,Belconnen,3157,3.484320557491289,Pre
Charnwood,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,19.0,Belconnen,3004,6.324900133155793,Pre
Charnwood,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,13.0,Belconnen,3042,4.273504273504273,During
Charnwood,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,28.0,Belconnen,3157,8.869179600886918,Pre
Charnwood,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,23.0,Belconnen,3004,7.656458055925433,Pre
Charnwood,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,46.0,Belconnen,3042,15.121630506245891,During
Charnwood,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,47.0,Belconnen,3157,14.887551472917327,Pre
Charnwood,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,40.0,Belconnen,3004,13.315579227696405,Pre
Charnwood,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,58.0,Belconnen,3042,19.066403681788298,During
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Belconnen,3157,0.0,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Belconnen,3004,0.0,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Belconnen,3042,0.0,During
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,17.0,Belconnen,3157,5.384859043395629,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,4.0,Belconnen,3004,1.3315579227696406,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,17.0,Belconnen,3042,5.588428665351743,During
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Belconnen,3157,0.0,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Belconnen,3004,0.0,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Belconnen,3042,0.0,During
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Belconnen,3157,0.0,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,3.0,Belconnen,3004,0.9986684420772304,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Belconnen,3042,0.0,During
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,63.0,Belconnen,3157,19.955654101995567,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,79.0,Belconnen,3004,26.2982689747004,Pre
Charnwood,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,86.0,Belconnen,3042,28.27087442472058,During
Charnwood,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,77.0,Belconnen,3157,24.390243902439025,Pre
Charnwood,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,84.0,Belconnen,3004,27.96271637816245,Pre
Charnwood,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,110.0,Belconnen,3042,36.16042077580539,During
Charnwood,Labour force status - Census : Employed (no.),2011,33.0,Belconnen,3157,10.452961672473867,Pre
Charnwood,Labour force status - Census : Employed (no.),2016,38.0,Belconnen,3004,12.649800266311585,Pre
Charnwood,Labour force status - Census : Employed (no.),2021,50.0,Belconnen,3042,16.43655489809336,During
Charnwood,Labour force status - Census : In the labour force (no.),2011,35.0,Belconnen,3157,11.086474501108647,Pre
Charnwood,Labour force status - Census : In the labour force (no.),2016,43.0,Belconnen,3004,14.314247669773636,Pre
Charnwood,Labour force status - Census : In the labour force (no.),2021,47.0,Belconnen,3042,15.450361604207759,During
Charnwood,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,59.0,Belconnen,3157,18.688628444726007,Pre
Charnwood,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,60.0,Belconnen,3004,19.97336884154461,Pre
Charnwood,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,70.0,Belconnen,3042,23.011176857330703,During
Charnwood,Labour force status - Census : Unemployed (no.),2011,4.0,Belconnen,3157,1.2670256572695597,Pre
Charnwood,Labour force status - Census : Unemployed (no.),2016,3.0,Belconnen,3004,0.9986684420772304,Pre
Charnwood,Labour force status - Census : Unemployed (no.),2021,0.0,Belconnen,3042,0.0,During
Charnwood,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,36.0,Belconnen,3157,11.403230915426038,Pre
Charnwood,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,56.0,Belconnen,3004,18.641810918774965,Pre
Charnwood,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,60.0,Belconnen,3042,19.723865877712033,During
Charnwood,Tenure type - Census : Renter (no.),2011,52.0,Belconnen,3157,16.471333544504276,Pre
Charnwood,Tenure type - Census : Renter (no.),2016,38.0,Belconnen,3004,12.649800266311585,Pre
Charnwood,Tenure type - Census : Renter (no.),2021,54.0,Belconnen,3042,17.75147928994083,During
Charnwood,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,9.0,Belconnen,3157,2.8508077288565095,Pre
Charnwood,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,13.0,Belconnen,3004,4.327563249001331,Pre
Charnwood,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,9.0,Belconnen,3042,2.9585798816568047,During
Charnwood,Unpaid child care - Census : Cared for other child/children (no.),2011,3.0,Belconnen,3157,0.9502692429521697,Pre
Charnwood,Unpaid child care - Census : Cared for other child/children (no.),2016,5.0,Belconnen,3004,1.6644474034620507,Pre
Charnwood,Unpaid child care - Census : Cared for other child/children (no.),2021,4.0,Belconnen,3042,1.314924391847469,During
Charnwood,Unpaid child care - Census : Cared for own child/children (no.),2011,12.0,Belconnen,3157,3.801076971808679,Pre
Charnwood,Unpaid child care - Census : Cared for own child/children (no.),2016,12.0,Belconnen,3004,3.9946737683089215,Pre
Charnwood,Unpaid child care - Census : Cared for own child/children (no.),2021,21.0,Belconnen,3042,6.903353057199212,During
Charnwood,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,37.0,Belconnen,3157,11.719987329743427,Pre
Charnwood,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,43.0,Belconnen,3004,14.314247669773636,Pre
Charnwood,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,54.0,Belconnen,3042,17.75147928994083,During
Charnwood,Unpaid child care - Census : Total provided unpaid child care (no.),2011,19.0,Belconnen,3157,6.018371872030409,Pre
Charnwood,Unpaid child care - Census : Total provided unpaid child care (no.),2016,18.0,Belconnen,3004,5.9920106524633825,Pre
Charnwood,Unpaid child care - Census : Total provided unpaid child care (no.),2021,25.0,Belconnen,3042,8.21827744904668,During
Charnwood,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,11.0,Belconnen,3157,3.484320557491289,Pre
Charnwood,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,6.0,Belconnen,3004,1.9973368841544608,Pre
Charnwood,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,10.0,Belconnen,3042,3.287310979618672,During
